"Date","Clôture","Plus bas","Plus haut","Ouv.","Volume Titres","Volume FCFA","Variation %"
"07/11/2025","23.005","23.005","23.005","23.005","0,04K","1,04M","0,00%"
"06/11/2025","23.005","23.005","23.005","23.005","0,01K","0,16M","0,02%"
"30/10/2025","23.000","23.000","23.000","23.000","0,01K","0,23M","6,98%"
"29/10/2025","21.500","21.500","21.500","21.500","0,01K","0,24M","7,50%"
"28/10/2025","20.000","20.000","20.000","20.000","0,01K","0,30M","7,50%"
"20/10/2025","18.605","18.605","18.605","18.605","0,03K","0,60M","0,51%"
"15/10/2025","18.510","18.510","18.510","18.510","0,01K","0,13M","0,00%"
"09/10/2025","18.510","18.510","18.515","18.515","0,03K","0,56M","0,00%"
"06/10/2025","18.510","18.510","18.510","18.510","0,00K","0,02M","0,03%"
"02/10/2025","18.505","18.505","18.505","18.505","0,01K","0,09M","0,03%"
"01/10/2025","18.500","18.500","18.500","18.500","0,04K","0,67M","0,00%"
"30/09/2025","18.500","18.500","18.500","18.500","0,01K","0,28M","0,00%"
